customer_id,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,tenure_months,churn_status,churn_date,risk_score,segment_name,cltv_score,churn_status_label,senior_citizen_label,partner_label,dependents_label,phone_service_label,paperless_billing_label,tenure_group,monthly_charge_group,total_charge_group,risk_group,cltv_group,year,month,quarter,month_name
4782-OSFXZ,Female,True,True,False,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,True,Bank transfer (automatic),82.7,5831.2,71,False,,0.0,High Value Loyal,5871.7,Active,Senior,Has Partner,No Dependents,Yes,Yes,60+,61-90,5K+,,4K-6K,,,,
4785-FCIFB,Female,False,True,False,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,24.4,1417.9,61,False,,0.0,Medium Value Stable,1488.4,Active,Non-Senior,Has Partner,No Dependents,Yes,No,60+,0-30,1K-2K,,0-2K,,,,
4785-NKHCX,Male,True,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.05,94.15,5,False,,55.0,New Customers,100.25,Active,Senior,Single,No Dependents,Yes,No,0-12,0-30,0-1K,,0-2K,,,,
4785-QRJHC,Male,True,True,False,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),59.9,2816.65,46,True,2025-09-10,10.0,High Value Loyal,2755.4,Churned,Senior,Has Partner,No Dependents,No,Yes,37-60,31-60,2K-3K,,2K-4K,2025.0,9.0,3.0,September
4786-UKSNZ,Male,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.2,20.2,1,True,2025-09-10,55.0,New Customers,20.2,Churned,Non-Senior,Single,No Dependents,Yes,No,0-12,0-30,0-1K,,0-2K,2025.0,9.0,3.0,September
4789-KWMXN,Male,False,True,False,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),110.85,5275.8,47,True,2025-09-10,25.0,Medium Value Stable,5209.95,Churned,Non-Senior,Has Partner,No Dependents,Yes,Yes,37-60,91-120,5K+,,4K-6K,2025.0,9.0,3.0,September
4791-QRGMF,Male,False,True,False,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),99.5,5961.1,59,True,2025-09-10,25.0,Medium Value Stable,5870.5,Churned,Non-Senior,Has Partner,No Dependents,Yes,Yes,37-60,91-120,5K+,,4K-6K,2025.0,9.0,3.0,September
4795-KTRTH,Female,True,True,False,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,81.0,371.65,5,True,2025-09-10,90.0,High Risk,405.0,Churned,Senior,Has Partner,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
4795-UXVCJ,Male,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.8,457.3,26,False,,10.0,Standard,514.8,Active,Non-Senior,Single,No Dependents,Yes,No,25-36,0-30,0-1K,,0-2K,,,,
4795-WRNVT,Female,False,False,False,True,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,False,Mailed check,65.1,2586.0,40,False,,30.0,Medium Value Stable,2604.0,Active,Non-Senior,Single,No Dependents,Yes,No,37-60,61-90,2K-3K,,2K-4K,,,,
4797-AXPXK,Female,False,False,True,True,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,True,Electronic check,60.0,60.0,1,True,2025-09-10,75.0,High Risk,60.0,Churned,Non-Senior,Single,Has Dependents,Yes,Yes,0-12,31-60,0-1K,,0-2K,2025.0,9.0,3.0,September
4797-MIWUM,Male,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.25,174.7,7,False,,55.0,New Customers,141.75,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,0-12,0-30,0-1K,,0-2K,,,,
4800-CZMPC,Female,False,True,True,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,True,Credit card (automatic),103.25,5037.55,48,True,2025-09-10,25.0,Medium Value Stable,4956.0,Churned,Non-Senior,Has Partner,Has Dependents,Yes,Yes,37-60,91-120,5K+,,4K-6K,2025.0,9.0,3.0,September
4800-VHZKI,Female,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.9,19.9,1,True,2025-09-10,55.0,New Customers,19.9,Churned,Non-Senior,Single,No Dependents,Yes,Yes,0-12,0-30,0-1K,,0-2K,2025.0,9.0,3.0,September
4801-JZAZL,Female,False,True,True,False,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,29.6,346.45,11,False,,75.0,High Risk,325.6,Active,Non-Senior,Has Partner,Has Dependents,No,Yes,0-12,0-30,0-1K,,0-2K,,,,
4801-KFYKL,Male,False,False,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.45,159.2,8,False,,55.0,New Customers,155.6,Active,Non-Senior,Single,Has Dependents,Yes,No,0-12,0-30,0-1K,,0-2K,,,,
4803-AXVYP,Female,True,False,False,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,99.55,3734.25,38,True,2025-09-10,65.0,High Risk,3782.9,Churned,Senior,Single,No Dependents,Yes,Yes,37-60,91-120,3K-5K,,2K-4K,2025.0,9.0,3.0,September
4803-LBYPN,Male,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.8,635.9,34,False,,30.0,Standard,707.2,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,25-36,0-30,0-1K,,0-2K,,,,
4804-NCPET,Male,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.2,387.4,19,False,,0.0,Standard,383.8,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,13-24,0-30,0-1K,,0-2K,,,,
4806-DXQCE,Female,True,True,False,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,113.65,7714.65,70,False,,35.0,Medium Value Stable,7955.5,Active,Senior,Has Partner,No Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
4806-HIPDW,Female,False,True,False,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,68.95,68.95,1,True,2025-09-10,75.0,High Risk,68.95,Churned,Non-Senior,Has Partner,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
4806-KEXQR,Male,False,False,False,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,79.9,324.3,4,True,2025-09-10,75.0,High Risk,319.6,Churned,Non-Senior,Single,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
4807-IZYOZ,Female,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.65,1020.75,51,False,,0.0,Medium Value Stable,1053.15,Active,Non-Senior,Single,No Dependents,Yes,No,37-60,0-30,1K-2K,,0-2K,,,,
4808-YNLEU,Female,False,True,False,True,No,DSL,Yes,No,No,No,Yes,No,One year,True,Bank transfer (automatic),62.15,2215.45,35,False,,10.0,High Value Loyal,2175.25,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,25-36,61-90,2K-3K,,2K-4K,,,,
4811-JBUVU,Male,False,False,False,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,True,Credit card (automatic),89.9,2723.15,30,False,,45.0,Standard,2697.0,Active,Non-Senior,Single,No Dependents,Yes,Yes,25-36,61-90,2K-3K,,2K-4K,,,,
4813-HQMGZ,Female,False,True,False,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,True,Electronic check,90.25,743.75,8,False,,90.0,High Risk,722.0,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,0-12,91-120,0-1K,,0-2K,,,,
4815-GBTCD,Female,False,True,False,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,25.15,99.95,4,False,,75.0,High Risk,100.6,Active,Non-Senior,Has Partner,No Dependents,No,Yes,0-12,0-30,0-1K,,0-2K,,,,
4815-TUMEQ,Female,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.3,185.2,10,False,,35.0,New Customers,193.0,Active,Non-Senior,Single,No Dependents,Yes,Yes,0-12,0-30,0-1K,,0-2K,,,,
4815-YOSUK,Male,False,True,True,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,True,Credit card (automatic),104.9,7537.5,72,False,,25.0,Medium Value Stable,7552.8,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
4816-JBHOV,Male,True,False,False,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.7,93.7,2,True,2025-09-10,75.0,High Risk,89.4,Churned,Senior,Single,No Dependents,Yes,Yes,0-12,31-60,0-1K,,0-2K,2025.0,9.0,3.0,September
4816-LXZYW,Female,False,False,False,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,79.15,1676.95,23,True,2025-09-10,50.0,Standard,1820.45,Churned,Non-Senior,Single,No Dependents,Yes,Yes,13-24,61-90,1K-2K,,0-2K,2025.0,9.0,3.0,September
4816-OKWNX,Male,False,True,True,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),103.4,5236.4,50,False,,25.0,Medium Value Stable,5170.0,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,37-60,91-120,5K+,,4K-6K,,,,
4817-KEQSP,Female,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.85,1326.35,71,False,,0.0,Medium Value Stable,1409.35,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,60+,0-30,1K-2K,,0-2K,,,,
4817-QRJSX,Female,False,False,False,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),81.0,818.05,10,True,2025-09-10,70.0,High Risk,810.0,Churned,Non-Senior,Single,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
4817-VYYWS,Female,False,False,False,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.2,2983.8,30,True,2025-09-10,65.0,High Risk,3006.0,Churned,Non-Senior,Single,No Dependents,Yes,Yes,25-36,91-120,2K-3K,,2K-4K,2025.0,9.0,3.0,September
4818-DRBQT,Male,False,True,False,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),80.15,2265.25,29,True,2025-09-10,45.0,Standard,2324.35,Churned,Non-Senior,Has Partner,No Dependents,Yes,Yes,25-36,61-90,2K-3K,,2K-4K,2025.0,9.0,3.0,September
4818-QIUFN,Female,True,False,False,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,79.15,1520.9,20,True,2025-09-10,50.0,Standard,1583.0,Churned,Senior,Single,No Dependents,Yes,Yes,13-24,61-90,1K-2K,,0-2K,2025.0,9.0,3.0,September
4819-HJPIW,Male,False,False,False,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,25.15,476.8,18,False,,30.0,Standard,452.7,Active,Non-Senior,Single,No Dependents,No,No,13-24,0-30,0-1K,,0-2K,,,,
4821-SJHJV,Female,False,True,True,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,False,Electronic check,89.6,2901.8,32,False,,65.0,High Risk,2867.2,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,25-36,61-90,2K-3K,,2K-4K,,,,
4821-WQOYN,Female,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),20.1,1326.25,72,False,,0.0,Medium Value Stable,1447.2,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,60+,0-30,1K-2K,,0-2K,,,,
4822-LPTYJ,Male,False,True,False,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),103.75,7346.2,72,False,,15.0,High Value Loyal,7470.0,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
4822-NGOCH,Female,False,False,False,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,84.45,1058.6,13,True,2025-09-10,65.0,High Risk,1097.85,Churned,Non-Senior,Single,No Dependents,Yes,Yes,13-24,61-90,1K-2K,,0-2K,2025.0,9.0,3.0,September
4822-RVYBB,Male,True,False,False,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.6,819.4,8,True,2025-09-10,90.0,High Risk,804.8,Churned,Senior,Single,No Dependents,Yes,Yes,0-12,91-120,0-1K,,0-2K,2025.0,9.0,3.0,September
4822-YCXMX,Male,False,False,False,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,84.8,2043.45,25,True,2025-09-10,65.0,High Risk,2120.0,Churned,Non-Senior,Single,No Dependents,Yes,Yes,25-36,61-90,2K-3K,,2K-4K,2025.0,9.0,3.0,September
4824-GUCBY,Female,True,False,False,True,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,81.7,1820.9,22,False,,65.0,High Risk,1797.4,Active,Senior,Single,No Dependents,Yes,No,13-24,61-90,1K-2K,,0-2K,,,,
4825-FUREZ,Male,False,True,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Electronic check,20.25,835.5,42,False,,20.0,Standard,850.5,Active,Non-Senior,Has Partner,No Dependents,Yes,No,37-60,0-30,0-1K,,0-2K,,,,
4825-XJGDM,Female,False,False,False,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,False,Credit card (automatic),43.7,2696.55,61,False,,10.0,High Value Loyal,2665.7,Active,Non-Senior,Single,No Dependents,No,No,60+,31-60,2K-3K,,2K-4K,,,,
4826-DXMUP,Male,False,False,True,True,No,DSL,No,No,No,Yes,Yes,Yes,One year,True,Mailed check,72.1,2495.15,35,False,,10.0,High Value Loyal,2523.5,Active,Non-Senior,Single,Has Dependents,Yes,Yes,25-36,61-90,2K-3K,,2K-4K,,,,
4826-TZEVA,Female,False,False,False,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Credit card (automatic),74.8,2971.7,40,False,,30.0,Medium Value Stable,2992.0,Active,Non-Senior,Single,No Dependents,Yes,No,37-60,61-90,2K-3K,,2K-4K,,,,
4826-XTSOH,Male,True,True,False,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,86.05,86.05,1,True,2025-09-10,90.0,High Risk,86.05,Churned,Senior,Has Partner,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
4827-DPADN,Female,False,True,True,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),83.3,6042.7,72,False,,0.0,High Value Loyal,5997.6,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,60+,61-90,5K+,,4K-6K,,,,
4827-LTQRJ,Female,True,True,True,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,True,Credit card (automatic),110.6,7210.85,66,False,,25.0,Medium Value Stable,7299.6,Active,Senior,Has Partner,Has Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
4827-USJHP,Male,False,False,False,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,51.8,1023.85,20,False,,30.0,Medium Value Stable,1036.0,Active,Non-Senior,Single,No Dependents,Yes,Yes,13-24,31-60,1K-2K,,0-2K,,,,
4828-FAZPK,Female,False,True,True,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),79.95,1267.95,16,False,,30.0,Medium Value Stable,1279.2,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,13-24,61-90,1K-2K,,0-2K,,,,
4829-AUOAX,Female,False,False,False,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Bank transfer (automatic),96.05,4399.5,46,True,2025-09-10,45.0,Standard,4418.3,Churned,Non-Senior,Single,No Dependents,Yes,No,37-60,91-120,3K-5K,,4K-6K,2025.0,9.0,3.0,September
4829-ZLJTK,Female,True,True,False,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,112.4,8046.85,72,False,,35.0,Medium Value Stable,8092.8,Active,Senior,Has Partner,No Dependents,Yes,Yes,60+,91-120,5K+,,8K+,,,,
4830-FAXFM,Male,False,False,True,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),24.1,439.2,19,False,,30.0,Standard,457.9,Active,Non-Senior,Single,Has Dependents,Yes,Yes,13-24,0-30,0-1K,,0-2K,,,,
4831-EOBFE,Male,False,True,True,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Credit card (automatic),94.65,2649.15,29,True,2025-09-10,45.0,Standard,2744.85,Churned,Non-Senior,Has Partner,Has Dependents,Yes,No,25-36,91-120,2K-3K,,2K-4K,2025.0,9.0,3.0,September
4832-VRBMR,Male,True,True,False,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),103.15,6792.45,65,False,,25.0,Medium Value Stable,6704.75,Active,Senior,Has Partner,No Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
4833-QTJNO,Male,True,True,False,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),83.85,5588.8,67,False,,45.0,Standard,5617.95,Active,Senior,Has Partner,No Dependents,Yes,No,60+,61-90,5K+,,4K-6K,,,,
4835-YSJMR,Male,False,False,False,True,No,DSL,No,No,No,Yes,No,No,Two year,True,Bank transfer (automatic),49.8,1971.15,39,False,,0.0,Medium Value Stable,1942.2,Active,Non-Senior,Single,No Dependents,Yes,Yes,37-60,31-60,1K-2K,,0-2K,,,,
4836-WNFNO,Female,False,True,False,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.0,1849.2,72,False,,0.0,Medium Value Stable,1800.0,Active,Non-Senior,Has Partner,No Dependents,Yes,No,60+,0-30,1K-2K,,0-2K,,,,
4837-PZTIC,Female,False,False,False,False,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,False,Mailed check,41.9,1875.25,47,False,,0.0,Medium Value Stable,1969.3,Active,Non-Senior,Single,No Dependents,No,No,37-60,31-60,1K-2K,,0-2K,,,,
4837-QUSFT,Female,False,True,False,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,True,Bank transfer (automatic),100.15,6643.5,65,False,,25.0,Medium Value Stable,6509.75,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
4840-ORQXB,Female,True,False,False,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,104.75,5841.35,56,False,,65.0,High Risk,5866.0,Active,Senior,Single,No Dependents,Yes,No,37-60,91-120,5K+,,4K-6K,,,,
4844-JJWUY,Female,True,False,False,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,86.0,86.0,1,True,2025-09-10,90.0,High Risk,86.0,Churned,Senior,Single,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
4846-WHAFZ,Female,True,True,False,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.5,2868.15,37,True,2025-09-10,50.0,Standard,2830.5,Churned,Senior,Has Partner,No Dependents,Yes,Yes,37-60,61-90,2K-3K,,2K-4K,2025.0,9.0,3.0,September
4847-QNOKA,Female,False,False,False,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),44.9,44.9,1,True,2025-09-10,55.0,New Customers,44.9,Churned,Non-Senior,Single,No Dependents,Yes,Yes,0-12,31-60,0-1K,,0-2K,2025.0,9.0,3.0,September
4847-TAJYI,Female,True,False,False,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,89.35,567.8,6,False,,90.0,High Risk,536.1,Active,Senior,Single,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,,,,
4849-PYRLQ,Female,True,False,False,True,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,False,Bank transfer (automatic),73.25,4054.2,56,False,,0.0,High Value Loyal,4102.0,Active,Senior,Single,No Dependents,Yes,No,37-60,61-90,3K-5K,,4K-6K,,,,
4851-BQDNX,Male,False,True,True,True,No,Fiber optic,No,No,Yes,No,Yes,No,One year,True,Electronic check,85.05,3355.65,40,False,,45.0,Standard,3402.0,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,37-60,61-90,3K-5K,,2K-4K,,,,
4853-OITSN,Male,False,True,False,True,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,True,Electronic check,89.15,413.25,5,False,,90.0,High Risk,445.75,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,,,,
4853-RULSV,Male,False,False,False,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),104.0,7250.15,70,True,2025-09-10,15.0,High Value Loyal,7280.0,Churned,Non-Senior,Single,No Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,2025.0,9.0,3.0,September
4854-CIDCF,Female,True,False,False,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,73.85,196.4,3,False,,75.0,High Risk,221.55,Active,Senior,Single,No Dependents,Yes,No,0-12,61-90,0-1K,,0-2K,,,,
4854-SSLTN,Male,False,True,True,True,No,DSL,Yes,Yes,No,Yes,No,No,Two year,False,Mailed check,59.5,130.5,2,False,,25.0,New Customers,119.0,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,0-12,31-60,0-1K,,0-2K,,,,
4855-SNKMY,Female,False,False,False,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.1,44.1,1,True,2025-09-10,75.0,High Risk,44.1,Churned,Non-Senior,Single,No Dependents,Yes,Yes,0-12,31-60,0-1K,,0-2K,2025.0,9.0,3.0,September
4859-ZSRDZ,Female,False,True,True,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),55.5,3166.9,58,False,,0.0,High Value Loyal,3219.0,Active,Non-Senior,Has Partner,Has Dependents,No,Yes,37-60,31-60,3K-5K,,2K-4K,,,,
4860-IJUDE,Male,False,False,False,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),73.75,956.65,13,False,,30.0,Standard,958.75,Active,Non-Senior,Single,No Dependents,Yes,Yes,13-24,61-90,0-1K,,0-2K,,,,
4860-YZGZM,Male,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,20.0,185.4,10,False,,75.0,High Risk,200.0,Active,Non-Senior,Single,No Dependents,Yes,No,0-12,0-30,0-1K,,0-2K,,,,
4868-AADLV,Male,True,True,True,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Electronic check,116.25,7862.25,66,False,,45.0,Standard,7672.5,Active,Senior,Has Partner,Has Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
4869-EPIUS,Male,False,True,False,True,No,Fiber optic,No,No,No,No,No,Yes,One year,True,Electronic check,80.9,4557.5,56,False,,45.0,Standard,4530.4,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,37-60,61-90,3K-5K,,4K-6K,,,,
4871-JTKJF,Female,True,False,False,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.65,69.65,1,True,2025-09-10,75.0,High Risk,69.65,Churned,Senior,Single,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
4872-JCVCA,Female,False,True,False,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,True,Bank transfer (automatic),47.6,3377.8,71,False,,0.0,High Value Loyal,3379.6,Active,Non-Senior,Has Partner,No Dependents,No,Yes,60+,31-60,3K-5K,,2K-4K,,,,
4872-VXRIL,Male,False,False,False,True,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,True,Bank transfer (automatic),64.65,3665.55,56,False,,10.0,High Value Loyal,3620.4,Active,Non-Senior,Single,No Dependents,Yes,Yes,37-60,61-90,3K-5K,,2K-4K,,,,
4873-ILOLJ,Male,False,False,False,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,90.35,2238.5,24,True,2025-09-10,65.0,High Risk,2168.4,Churned,Non-Senior,Single,No Dependents,Yes,Yes,13-24,91-120,2K-3K,,2K-4K,2025.0,9.0,3.0,September
4877-EVATK,Male,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.0,20.0,1,True,2025-09-10,55.0,New Customers,20.0,Churned,Non-Senior,Single,No Dependents,Yes,No,0-12,0-30,0-1K,,0-2K,2025.0,9.0,3.0,September
4877-TSOFF,Female,False,True,True,True,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,True,Bank transfer (automatic),75.75,4264.25,55,False,,10.0,High Value Loyal,4166.25,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,37-60,61-90,3K-5K,,4K-6K,,,,
4878-BUNFV,Male,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.7,828.85,42,False,,0.0,Standard,869.4,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,37-60,0-30,0-1K,,0-2K,,,,
4879-GZLFH,Female,False,True,True,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,92.15,3875.4,42,False,,65.0,High Risk,3870.3,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,37-60,91-120,3K-5K,,2K-4K,,,,
4881-GQJTW,Male,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.6,300.4,14,False,,30.0,Standard,274.4,Active,Non-Senior,Single,No Dependents,Yes,No,13-24,0-30,0-1K,,0-2K,,,,
4881-JVQOD,Male,True,True,True,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),34.55,362.6,10,False,,55.0,New Customers,345.5,Active,Senior,Has Partner,Has Dependents,No,Yes,0-12,31-60,0-1K,,0-2K,,,,
4883-KCPZJ,Female,False,True,True,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.25,555.4,22,False,,0.0,Standard,555.5,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,13-24,0-30,0-1K,,0-2K,,,,
